epoch,pred_sp,pred_cs,Q_acc,Q_prec,Q_rec,Q_f1,TC_acc,TC_prec,TC_rec,TC_f1
1,-94.48,0.7435597467187519,0.32328430032229244,0.9009273454681747,0.32328430032229244,0.47510358020407034,0.029887274959742374,0.029887274959742374,0.029887274959742374,0.029887274959742374
