epoch,pred_sp,pred_cs,Q_acc,Q_prec,Q_rec,Q_f1,TC_acc,TC_prec,TC_rec,TC_f1
1,45.0,0.5033920629772993,0.9304236031750949,0.9235976682168388,0.9304236031750949,0.9268934695655795,0.6515883117713553,0.6515883117713553,0.6515883117713553,0.6515883117713553
